Time,Velocity
0,1.8395171165466309
1,1.8475818634033203
2,1.9523292779922485
3,1.9540205001831055
4,1.9973430633544922
5,1.9730616807937622
6,1.885169267654419
7,2.3904285430908203
8,2.129423141479492
9,2.026665687561035
10,2.4895026683807373
11,1.947246789932251
12,3.289146900177002
13,2.3844046592712402
14,2.2939724922180176
15,2.188391923904419
16,2.4505107402801514
17,2.5675172805786133
18,2.2315993309020996
19,2.000330686569214
20,2.2655253410339355
21,2.0153517723083496
22,2.376795530319214
23,1.9677987098693848
24,2.2477917671203613
25,2.1537668704986572
26,1.9982484579086304
27,2.001851797103882
28,1.90634286403656
29,1.9681575298309326
30,1.7374199628829956
31,1.8438045978546143
32,2.110901355743408
33,2.6807193756103516
34,2.3504438400268555
35,3.400941848754883
36,3.7496275901794434
37,1.8814914226531982
38,1.5109584331512451
39,1.7926607131958008
40,2.218648672103882
41,2.070195198059082
42,2.0278048515319824
43,2.8378095626831055
44,2.1240856647491455
45,1.991319179534912
46,1.7091822624206543
47,1.8975001573562622
48,2.010535717010498
49,2.0997507572174072
50,1.9326682090759277
51,1.8180570602416992
52,1.824476957321167
53,1.8142259120941162
54,2.0300822257995605
55,1.824703574180603
56,2.2342936992645264
57,3.0092062950134277
58,2.081146240234375
59,1.720383644104004
60,1.7363394498825073
61,1.7889213562011719
62,1.834852695465088
63,1.790648341178894
64,1.821242332458496
65,2.021498203277588
66,1.744684100151062
67,2.173448324203491
68,2.2294723987579346
69,2.028135299682617
70,1.8467713594436646
71,1.8652257919311523
72,1.944757342338562
73,1.7512993812561035
74,2.4628636837005615
75,1.454088568687439
76,1.6982769966125488
77,1.8266746997833252
78,1.892647385597229
79,1.877446174621582
80,1.9035313129425049
81,2.002161741256714
82,1.9517836570739746
83,1.8382632732391357
84,1.5267469882965088
85,1.9147638082504272
86,2.5995876789093018
87,1.9676799774169922
88,2.2683589458465576
89,1.7929998636245728
90,1.759886384010315
91,1.6353776454925537
92,2.080819606781006
93,1.7671539783477783
94,1.5341627597808838
95,1.5388622283935547
96,1.6165353059768677
97,1.6303045749664307
98,1.8658485412597656
99,1.5169609785079956
100,1.645370364189148
101,2.3932957649230957
102,1.590227723121643
103,1.7388908863067627
104,1.544677734375
105,1.4532583951950073
106,1.4565836191177368
107,2.1823971271514893
108,1.5496224164962769
109,1.9142321348190308
110,1.6837077140808105
111,1.916651964187622
112,1.726691484451294
113,2.091736078262329
114,1.9795981645584106
115,2.2332394123077393
116,2.031606912612915
117,1.8718937635421753
118,1.935514211654663
119,1.8616734743118286
120,1.9025849103927612
121,1.878976583480835
122,1.8364107608795166
123,1.925581455230713
124,1.7595481872558594
125,1.8181706666946411
126,1.7791990041732788
127,1.9546314477920532
128,1.9155583381652832
129,1.9819557666778564
130,2.037356376647949
131,1.9055149555206299
132,1.8413459062576294
133,1.7084182500839233
134,1.923585057258606
135,1.8340760469436646
136,1.8726359605789185
137,1.8097881078720093
138,1.891655445098877
139,2.02877140045166
140,2.001779317855835
141,2.3063809871673584
142,1.983522653579712
143,1.8871736526489258
144,1.7434430122375488
145,1.7135164737701416
146,1.7556567192077637
147,1.7346415519714355
148,1.9353060722351074
149,1.9289523363113403
150,1.7939715385437012
151,1.740514874458313
152,1.6892237663269043
153,1.8852003812789917
154,1.583663821220398
155,1.7133506536483765
156,1.3955938816070557
157,1.5619455575942993
158,1.6069241762161255
159,1.4062600135803223
160,1.4128087759017944
161,1.8216896057128906
162,1.6625863313674927
163,1.740230679512024
164,1.6523845195770264
165,1.740335464477539
166,1.6124963760375977
167,1.675459384918213
168,2.0149996280670166
169,2.095604658126831
170,1.802213430404663
171,1.8515534400939941
172,1.7114075422286987
173,1.4839074611663818
174,1.6368201971054077
175,1.7844191789627075
176,1.4760295152664185
177,1.7117722034454346
178,1.5930474996566772
179,1.5050573348999023
180,1.488954782485962
181,1.4454345703125
182,1.460492491722107
183,1.493062973022461
184,1.5207737684249878
185,1.5332435369491577
186,1.5264195203781128
187,1.576171875
188,1.4917327165603638
189,1.5116897821426392
190,2.3080358505249023
191,1.471192479133606
192,1.5592328310012817
193,1.5661771297454834
194,1.5568088293075562
195,1.5708006620407104
196,1.4965784549713135
197,1.484590768814087
198,1.458235263824463
199,1.492926001548767
200,1.4039846658706665
201,1.3495203256607056
202,1.5099695920944214
203,1.4438267946243286
204,1.645775318145752
205,1.6013119220733643
206,1.4068809747695923
207,1.4130570888519287
208,1.311592698097229
209,1.6042535305023193
210,1.7147600650787354
211,1.5834494829177856
212,1.6751924753189087
213,1.6467630863189697
214,1.63881254196167
215,1.394311785697937
216,1.6789960861206055
217,1.7267251014709473
218,1.7124686241149902
219,1.6455278396606445
220,1.6367841958999634
221,1.6677579879760742
222,1.6483736038208008
223,1.7559852600097656
224,1.653336763381958
225,1.4060404300689697
226,1.6098054647445679
227,1.3249926567077637
228,1.5207258462905884
229,1.5891870260238647
230,1.5731706619262695
231,1.5535739660263062
232,1.5711004734039307
233,1.7397956848144531
234,1.3579730987548828
235,1.6483620405197144
236,1.5869433879852295
237,1.3486628532409668
238,1.5720806121826172
239,1.5327585935592651
240,1.5496852397918701
241,1.3157604932785034
242,1.3460121154785156
243,1.3618608713150024
244,1.569256067276001
245,1.5491774082183838
246,1.56049382686615
247,1.5240153074264526
248,1.569602608680725
249,1.5561785697937012
250,1.5398048162460327
251,1.5426734685897827
252,1.5342739820480347
253,1.3581774234771729
254,1.337620735168457
255,1.5297539234161377
256,1.3343983888626099
257,1.4934778213500977
258,1.3256151676177979
259,1.3189629316329956
260,1.3675506114959717
261,1.3251867294311523
262,1.329910159111023
263,1.3120150566101074
264,1.430035948753357
265,1.310430645942688
266,1.3323302268981934
267,1.3278427124023438
268,1.3213976621627808
269,1.3793123960494995
270,1.3326929807662964
271,1.3872917890548706
272,1.416398048400879
273,1.3858662843704224
274,1.3785301446914673
275,1.4013392925262451
276,1.3986687660217285
277,1.4348173141479492
278,1.4185175895690918
279,1.4104697704315186
280,1.3972187042236328
281,1.4116894006729126
282,1.4276082515716553
283,1.333879828453064
284,1.344278335571289
285,1.3260414600372314
286,1.4203391075134277
287,1.3864076137542725
288,1.3790873289108276
289,1.4054548740386963
290,1.3768665790557861
291,1.3886104822158813
292,1.3660849332809448
293,1.370843529701233
294,1.3831861019134521
295,1.4071431159973145
296,1.4735562801361084
297,1.3854647874832153
298,1.4076118469238281
299,1.3772478103637695
300,1.49135160446167
301,1.3741486072540283
302,1.395105004310608
303,1.3915858268737793
304,1.3946079015731812
305,1.404449224472046
306,1.6148521900177002
307,1.45857572555542
308,1.4313318729400635
309,1.4423907995224
310,1.410380244255066
311,1.5114892721176147
312,1.6869741678237915
313,1.6170943975448608
314,1.6421875953674316
315,1.7217957973480225
316,1.6531132459640503
317,1.709858775138855
318,1.4930777549743652
319,1.638890266418457
320,1.6531447172164917
321,1.7407872676849365
322,1.7623069286346436
323,1.4133872985839844
324,1.440949559211731
325,1.4268548488616943
326,1.455313801765442
327,1.509902834892273
328,1.4430173635482788
329,1.4530220031738281
330,1.4667142629623413
